"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V044511A","V044511A","character","character",".",".","",""
"V044511B","V044511B","factor","factor","11. Democratic Junior Senator|12. Republican Junior Senator|13. Independent/3rd-Party Junior Senator|17. Democratic Senior Senator|18. Republican Senior Senator|19. Independent/3rd Party Senior Senator|.","11. Democratic Junior Senator|12. Republican Junior Senator|13. Independent/3rd-Party Junior Senator|17. Democratic Senior Senator|18. Republican Senior Senator|19. Independent/3rd Party Senior Senator|.","",""
"V044511C","V044511C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044512A","V044512A","character","character","Carl  Levin|Edward M. ""Ted"" Kennedy|John W. Warner|Jon Stevens Corzine|Kay Bailey Hutchison|Mark  Dayton|William H. ""Bill"" Frist||.","Carl  Levin|Edward M. ""Ted"" Kennedy|John W. Warner|Jon Stevens Corzine|Kay Bailey Hutchison|Mark  Dayton|William H. ""Bill"" Frist||.","",""
"V044512B","V044512B","factor","factor","17. Democratic Senior Senator|18. Republican Senior Senator|19. Independent/3rd Party Senior Senator|.","17. Democratic Senior Senator|18. Republican Senior Senator|19. Independent/3rd Party Senior Senator|.","",""
"V044512C","V044512C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044513A","V044513A","character","character","Debbie Ann Stabenow|Frank R. Lautenberg|George Felix Allen|John  Cornyn|John Forbes Kerry|Lamar  Alexander|Norm  Coleman||.","Debbie Ann Stabenow|Frank R. Lautenberg|George Felix Allen|John  Cornyn|John Forbes Kerry|Lamar  Alexander|Norm  Coleman||.","",""
"V044513B","V044513B","factor","factor","11. Democratic Junior Senator|12. Republican Junior Senator|13. Independent/3rd-Party Junior Senator|.","11. Democratic Junior Senator|12. Republican Junior Senator|13. Independent/3rd-Party Junior Senator|.","",""
"V044513C","V044513C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044514A","V044514A","factor","factor","1. Democratic candidate|5. Republican candidate|7. Independent/3rd-party candidate|.","1. Democratic candidate|5. Republican candidate|7. Independent/3rd-party candidate|.","",""
"V044514B","V044514B","factor","factor","31. Democratic House candidate in open race|32. Republican House candidate in open race|33. Democratic House incumbent|34. Republican House incumbent|35. Democratic House challenger|36. Republican House challenger|37. Non-incumbent independent/3rd-party House candidate|39. Incumbent independent/3rd-party House candidate|.","31. Democratic House candidate in open race|32. Republican House candidate in open race|33. Democratic House incumbent|34. Republican House incumbent|35. Democratic House challenger|36. Republican House challenger|37. Non-incumbent independent/3rd-party House candidate|39. Incumbent independent/3rd-party House candidate|.","",""
"V044515A","V044515A","integer","integer",".",".","",""
"V044515B","V044515B","integer","integer",".",".","",""
"V044515C","V044515C","integer","integer",".",".","",""
"V044515D","V044515D","integer","integer","1|9|.","1|9|.","",""
"V044516A","V044516A","factor","factor","1. Democratic candidate|5. Republican candidate|7. Independent/3rd-party candidate|.","1. Democratic candidate|5. Republican candidate|7. Independent/3rd-party candidate|.","",""
"V044516B","V044516B","factor","factor","1. Democratic Senate candidate in open race|2. Republican Senate candidate in open race|3. Democratic Senate incumbent|4. Republican Senate incumbent|5. Democratic Senate challenger|6. Republican Senate challenger|7. Non-incumbent independent/3rd-party Senate candidate|9. Incumbent independent/3rd-party Senate candidate|.","1. Democratic Senate candidate in open race|2. Republican Senate candidate in open race|3. Democratic Senate incumbent|4. Republican Senate incumbent|5. Democratic Senate challenger|6. Republican Senate challenger|7. Non-incumbent independent/3rd-party Senate candidate|9. Incumbent independent/3rd-party Senate candidate|.","",""
"V044517A","V044517A","integer","integer","53|55|56|58|62|63|64|65|66|68|69|70|71|.","53|55|56|58|62|63|64|65|66|68|69|70|71|.","",""
"V044517B","V044517B","integer","integer",".",".","",""
"V044517C","V044517C","integer","integer",".",".","",""
"V044517D","V044517D","integer","integer","2|4|.","2|4|.","",""
"V045001","V045001","factor","factor","1. Very much interested|3. Somewhat interested|5. Not much interested|8. Don't know|9. Refused|.","1. Very much interested|3. Somewhat interested|5. Not much interested|8. Don't know|9. Refused|.","",""
"V045002","V045002","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045002A","V045002A","factor","factor","1. A good many|3. Several|5. Just one or two|8. Don't know|9. Refused|.","1. A good many|3. Several|5. Just one or two|8. Don't know|9. Refused|.","",""
"V045003","V045003","factor","factor","0. None|1. One day|2. Two days|3. Three days|4. Four days|5. Five days|6. Six days|7. Every day|8. Don't know|9. Refused|.","0. None|1. One day|2. Two days|3. Three days|4. Four days|5. Five days|6. Six days|7. Every day|8. Don't know|9. Refused|.","",""
"V045003A","V045003A","factor","factor","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","",""
"V045004","V045004","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045004A","V045004A","factor","factor","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","",""
"V045005","V045005","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045005A","V045005A","factor","factor","1. A good many|3. Several|5. Just one or two|8. Don't know|9. Refused|.","1. A good many|3. Several|5. Just one or two|8. Don't know|9. Refused|.","",""
"V045006","V045006","factor","factor","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","1. A great deal|2. Quite a bit|3. Some|4. Very little|5. None|8. Don't know|9. Refused|.","",""
"V045007","V045007","factor","factor","1. Just about always|2. Most of the time|3. Only some of the time|4. Almost never|VOL|8. Don't know|9. Refused|.","1. Just about always|2. Most of the time|3. Only some of the time|4. Almost never|VOL|8. Don't know|9. Refused|.","",""
"V045008","V045008","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045008A","V045008A","factor","factor","1. Democrats|5. Republicans|6. Both|7. Other {SPECIFY}|8. Don't know|9. Refused|.","1. Democrats|5. Republicans|6. Both|7. Other {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045009","V045009","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045010","V045010","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045011","V045011","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045012","V045012","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045013","V045013","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045014","V045014","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045014A","V045014A","factor","factor","1. Democrats|3. Republicans|5. Other {SPECIFY}|6. Both Democratic candidate and Republican candidate {VOL}|8. Don't know|9. Refused|.","1. Democrats|3. Republicans|5. Other {SPECIFY}|6. Both Democratic candidate and Republican candidate {VOL}|8. Don't know|9. Refused|.","",""
"V045015","V045015","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045015A","V045015A","factor","factor","1. Democrats|3. Republicans|5. Other {SPECIFY}|6. Both Democratics and Republicans|8. Don't know|9. Refused|.","1. Democrats|3. Republicans|5. Other {SPECIFY}|6. Both Democratics and Republicans|8. Don't know|9. Refused|.","",""
"V045016","V045016","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045017A","V045017A","factor","factor","1. Yes, voted|5. No, didn't vote|8. Don't know|9. Refused|.","1. Yes, voted|5. No, didn't vote|8. Don't know|9. Refused|.","",""
"V045017B","V045017B","factor","factor","1. I did not vote (in the election this November).|2. I thought about voting this time, but didn't.|3. I usually vote, but didn't this time.|4. I am sure I voted|8. Don't know|9. Refused|.","1. I did not vote (in the election this November).|2. I thought about voting this time, but didn't.|3. I usually vote, but didn't this time.|4. I am sure I voted|8. Don't know|9. Refused|.","",""
"V045018","V045018","factor","factor","1. Yes|5. No|6. VOL: NOT REQUIRED TO REGISTER IN R'S STATE|8. Don't know|9. Refused|.","1. Yes|5. No|6. VOL: NOT REQUIRED TO REGISTER IN R'S STATE|8. Don't know|9. Refused|.","",""
"V045018X","V045018X","factor","factor","1. R voter|2. R nonvoter - registered|3. R nonvoter - not registered|4. R nonvoter - DK/RF if registered|5. R nonvoter - not required to register|6. DK/RF if voter|.","1. R voter|2. R nonvoter - registered|3. R nonvoter - not registered|4. R nonvoter - DK/RF if registered|5. R nonvoter - not required to register|6. DK/RF if voter|.","",""
"V045019","V045019","factor","factor","1. Yes, registered in preload county|5. No, registered in other county|7. R VOLUNTEERS: preload county is incorrect|8. Don't know|9. Refused|.","1. Yes, registered in preload county|5. No, registered in other county|7. R VOLUNTEERS: preload county is incorrect|8. Don't know|9. Refused|.","",""
"V045019A","V045019A","integer","integer",".",".","",""
"V045019B","V045019B","integer","integer","99999|.","99999|.","",""
"V045019C","V045019C","character","character",".",".","",""
"V045020X","V045020X","factor","factor","1. Voter registered in preload county|2. Voter registered outside preload county|3. Voter- says preload county is incorrect|4. Voter - registration location is DK/RF|5. Nonvoter|.","1. Voter registered in preload county|2. Voter registered outside preload county|3. Voter- says preload county is incorrect|4. Voter - registration location is DK/RF|5. Nonvoter|.","",""
"V045021X","V045021X","factor","factor","1. Yes|5. No|.","1. Yes|5. No|.","",""
"V045022X","V045022X","factor","factor","1. Yes|5. No|7. Not enough information to determine|.","1. Yes|5. No|7. Not enough information to determine|.","",""
"V045023","V045023","factor","factor","1. Election day|5. Some time before this|8. Don't know|9. Refused|.","1. Election day|5. Some time before this|8. Don't know|9. Refused|.","",""
"V045023A","V045023A","factor","factor","01. Less than one week, 1-6 days|02. One week;7 days|03. 1-2 weeks;8-14 days|04. 2-3 weeks;15-21 days|05. 3-4 weeks;22-28 days|06. One month;29-31 days|07. More than one month;32-60 days|11. A few days;a couple of days;several days -- NFS|12. A few weeks;a couple of weeks;several weeks -- NFS;|87. Other|88. Don't know|89. Refused|.","01. Less than one week, 1-6 days|02. One week;7 days|03. 1-2 weeks;8-14 days|04. 2-3 weeks;15-21 days|05. 3-4 weeks;22-28 days|06. One month;29-31 days|07. More than one month;32-60 days|11. A few days;a couple of days;several days -- NFS|12. A few weeks;a couple of weeks;several weeks -- NFS;|87. Other|88. Don't know|89. Refused|.","",""
"V045024","V045024","factor","factor","1. In person|5. Absentee ballot|7. R VOLUNTEERS: BY MAIL {OREGON ONLY}|8. Don't know|9. Refused|.","1. In person|5. Absentee ballot|7. R VOLUNTEERS: BY MAIL {OREGON ONLY}|8. Don't know|9. Refused|.","",""
"V045025","V045025","factor","factor","1. Yes, voted for President|5. No, didn't vote for President|8. Don't know|9. Refused|.","1. Yes, voted for President|5. No, didn't vote for President|8. Don't know|9. Refused|.","",""
"V045026","V045026","factor","factor","1. John Kerry|3. George W. Bush|5. Ralph Nader|7. Other {SPECIFY}|8. Don't know|9. Refused|.","1. John Kerry|3. George W. Bush|5. Ralph Nader|7. Other {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045026A","V045026A","factor","factor","1. Strong|5. Not strong|8. Don't know|9. Refused|.","1. Strong|5. Not strong|8. Don't know|9. Refused|.","",""
